Acceleration,Sprint Speed,Agility,Balance,Jumping,Stamina,Strength,Position,Preferred foot,Height,Weight,Alternative positions,Age
67,70,70,63,68,75,69,LB,Left,"189cm / 6'2""",75kg / 165lb,"LM, RM",33
86,86,87,92,67,52,53,ST,Right,"171cm / 5'7""",64kg / 141lb,"LW, RM",23
60,51,52,50,76,77,80,ST,Left,"191cm / 6'3""",82kg / 181lb,,29
41,39,55,32,62,30,68,GK,Right,"187cm / 6'2""",80kg / 176lb,,29
75,79,78,78,66,44,60,ST,Left,"178cm / 5'10""",70kg / 154lb,,23
47,61,61,59,63,76,77,CM,Left,"183cm / 6'0""",78kg / 172lb,CDM,31
60,58,50,54,72,63,75,CB,Right,"187cm / 6'2""",80kg / 176lb,,27
77,77,82,64,70,76,66,RM,Right,"191cm / 6'3""",75kg / 165lb,"LM, ST, RW",24
79,75,81,76,68,74,60,LM,Right,"180cm / 5'11""",76kg / 168lb,"LW, RW",25
86,73,89,55,45,67,38,LB,Left,"180cm / 5'11""",67kg / 148lb,RW,21
66,61,79,72,56,68,67,CM,Right,"176cm / 5'9""",72kg / 159lb,CAM,30
54,41,67,70,50,67,61,CDM,Right,"170cm / 5'7""",69kg / 152lb,CM,33
81,80,74,81,71,66,65,LM,Left,"177cm / 5'10""",69kg / 152lb,"LB, LW",28
59,65,40,45,72,75,74,CB,Right,"185cm / 6'1""",75kg / 165lb,,26
74,73,85,83,63,75,57,CM,Right,"176cm / 5'9""",65kg / 143lb,CDM,23
63,56,59,72,48,41,46,LM,Right,"173cm / 5'8""",67kg / 148lb,LW,19
36,35,39,39,64,35,67,GK,Left,"189cm / 6'2""",87kg / 192lb,,35
72,76,74,73,63,69,59,LM,Left,"182cm / 6'0""",74kg / 163lb,"LB, LW",22
35,45,41,51,54,36,55,GK,Left,"188cm / 6'2""",76kg / 168lb,,25
65,59,74,73,62,80,65,CM,Right,"183cm / 6'0""",76kg / 168lb,LW,33
68,74,67,68,74,81,76,RB,Right,"186cm / 6'1""",80kg / 176lb,,28
67,65,73,70,63,75,65,CM,Right,"175cm / 5'9""",70kg / 154lb,CAM,29
83,81,75,73,78,83,76,LB,Left,"179cm / 5'10""",75kg / 165lb,LM,26
50,42,71,67,51,52,67,CM,Right,"175cm / 5'9""",78kg / 172lb,CDM,33
66,65,50,57,76,87,79,CB,Right,"192cm / 6'4""",80kg / 176lb,"LB, RB",27
47,45,39,23,58,41,54,GK,Right,"193cm / 6'4""",84kg / 185lb,,33
72,72,65,70,54,60,56,LM,Left,"172cm / 5'8""",69kg / 152lb,"RM, LW",26
41,51,36,60,70,57,82,CB,Right,"193cm / 6'4""",84kg / 185lb,,22
56,53,48,54,71,56,72,CB,Right,"186cm / 6'1""",78kg / 172lb,,23
85,88,75,53,81,51,73,ST,Right,"186cm / 6'1""",78kg / 172lb,"RM, LM",23
73,70,68,75,55,69,57,LB,Left,"169cm / 5'7""",72kg / 159lb,,30
61,65,67,72,55,67,52,CM,Left,"176cm / 5'9""",77kg / 170lb,"CDM, RM",35
71,72,54,75,48,68,49,CM,Right,"175cm / 5'9""",69kg / 152lb,CDM,21
83,82,76,70,75,63,58,LM,Right,"178cm / 5'10""",75kg / 165lb,"ST, RM, LW",26
85,81,83,71,60,64,61,LW,Left,"176cm / 5'9""",68kg / 150lb,"RW, ST, LM",24
87,71,89,83,52,58,49,LM,Right,"172cm / 5'8""",70kg / 154lb,"RM, LW",22
63,66,55,52,72,64,70,ST,Right,"186cm / 6'1""",82kg / 181lb,,25
74,76,70,81,61,62,53,RB,Right,"176cm / 5'9""",64kg / 141lb,,20
30,35,32,39,61,32,72,GK,Right,"190cm / 6'3""",85kg / 187lb,,41
84,89,77,72,70,78,67,RM,Right,"180cm / 5'11""",71kg / 157lb,"ST, RW",31
69,73,67,74,63,80,65,CDM,Right,"175cm / 5'9""",74kg / 163lb,"CM, RM",26
65,67,66,54,64,72,67,RB,Right,"183cm / 6'0""",79kg / 174lb,"CB, LB",31
52,54,50,53,70,59,72,ST,Right,"190cm / 6'3""",82kg / 181lb,,19
69,66,68,57,79,49,81,CB,Left,"182cm / 6'0""",83kg / 183lb,,24
69,68,74,64,75,87,75,CM,Left,"182cm / 6'0""",72kg / 159lb,CDM,33
49,44,50,55,72,64,79,CB,Right,"185cm / 6'1""",86kg / 190lb,,30
26,25,25,28,63,30,77,GK,Right,"190cm / 6'3""",87kg / 192lb,,33
76,70,68,70,71,58,68,LB,Left,"184cm / 6'0""",80kg / 176lb,"RB, CB",23
60,50,58,53,71,64,71,CB,Right,"179cm / 5'10""",77kg / 170lb,CDM,22
84,81,74,74,69,81,58,RM,Left,"180cm / 5'11""",75kg / 165lb,RW,26
54,54,31,65,71,62,76,CB,Right,"188cm / 6'2""",74kg / 163lb,,30
76,75,74,77,62,56,53,LM,Right,"180cm / 5'11""",74kg / 163lb,LW,17
63,59,57,57,72,71,72,CB,Right,"184cm / 6'0""",80kg / 176lb,RB,27
58,54,59,63,75,65,76,CB,Right,"193cm / 6'4""",81kg / 179lb,,20
74,69,77,81,62,73,56,RM,Right,"167cm / 5'6""",69kg / 152lb,"LM, RW",27
52,54,63,60,66,60,70,CB,Right,"183cm / 6'0""",75kg / 165lb,,21
83,82,78,75,86,68,81,ST,Right,"185cm / 6'1""",82kg / 181lb,,27
15,16,20,28,53,26,68,GK,Right,"190cm / 6'3""",82kg / 181lb,,29
62,62,71,73,47,58,51,CAM,Left,"177cm / 5'10""",73kg / 161lb,,26
64,66,70,77,62,63,57,CM,Right,"175cm / 5'9""",68kg / 150lb,"CDM, LM",24
66,66,66,72,45,47,47,RW,Right,"177cm / 5'10""",70kg / 154lb,"ST, RM",22
84,84,78,77,65,61,65,LW,Right,"182cm / 6'0""",75kg / 165lb,LM,24
61,54,62,57,76,81,77,CM,Right,"185cm / 6'1""",77kg / 170lb,CDM,30
82,73,78,76,60,54,56,LM,Right,"177cm / 5'10""",61kg / 134lb,"RM, LW",21
63,66,59,59,71,53,75,CB,Left,"188cm / 6'2""",76kg / 168lb,LB,20
76,82,71,63,79,73,72,ST,Right,"183cm / 6'0""",70kg / 154lb,,32
67,68,68,65,70,74,69,CM,Right,"185cm / 6'1""",76kg / 168lb,,25
62,63,60,62,67,72,64,ST,Right,"183cm / 6'0""",72kg / 159lb,LW,28
74,64,75,77,54,56,58,CAM,Right,"178cm / 5'10""",69kg / 152lb,CM,23
34,34,30,32,71,70,89,CB,Right,"190cm / 6'3""",80kg / 176lb,,31
70,75,67,81,56,72,60,LB,Left,"173cm / 5'8""",66kg / 146lb,LM,25
68,71,62,55,79,70,84,LB,Left,"188cm / 6'2""",82kg / 181lb,CB,24
84,73,80,83,62,77,60,LB,Left,"169cm / 5'7""",67kg / 148lb,LM,24
39,46,48,52,57,81,66,CDM,Right,"180cm / 5'11""",70kg / 154lb,CM,22
70,73,67,68,69,66,68,RB,Right,"181cm / 5'11""",79kg / 174lb,"CB, RM",26
57,55,58,58,73,60,76,CB,Right,"186cm / 6'1""",74kg / 163lb,,22
65,67,54,59,74,47,73,CB,Right,"184cm / 6'0""",73kg / 161lb,RB,21
90,89,91,91,50,90,34,RM,Right,"170cm / 5'7""",62kg / 137lb,"RB, RW",26
67,73,64,77,80,79,85,ST,Right,"183cm / 6'0""",80kg / 176lb,,27
77,76,81,75,69,71,65,RB,Right,"176cm / 5'9""",75kg / 165lb,CB,23
28,28,30,47,51,17,55,GK,Left,"190cm / 6'3""",84kg / 185lb,,25
69,64,72,71,60,81,71,RM,Left,"182cm / 6'0""",72kg / 159lb,"LM, RW",23
78,77,62,72,66,56,57,RM,Left,"174cm / 5'9""",57kg / 126lb,"LM, RW",25
75,76,68,57,81,60,79,ST,Left,"194cm / 6'4""",82kg / 181lb,,22
76,72,72,69,57,77,59,LM,Left,"183cm / 6'0""",73kg / 161lb,"RM, ST, LW",27
69,71,64,58,75,89,75,RB,Right,"188cm / 6'2""",74kg / 163lb,CB,28
86,76,78,76,59,56,46,CAM,Right,"181cm / 5'11""",72kg / 159lb,LW,23
77,75,70,70,59,55,59,LW,Right,"167cm / 5'6""",68kg / 150lb,"RW, LM",27
62,62,62,51,58,62,66,CDM,Right,"168cm / 5'6""",67kg / 148lb,CM,26
71,65,74,78,51,52,51,CAM,Left,"176cm / 5'9""",70kg / 154lb,,17
52,51,59,62,83,77,82,CB,Right,"188cm / 6'2""",80kg / 176lb,,31
51,53,40,46,73,79,83,CB,Right,"191cm / 6'3""",84kg / 185lb,,25
61,52,69,75,65,83,67,CM,Right,"179cm / 5'10""",78kg / 172lb,CDM,30
41,61,50,44,65,59,80,CB,Right,"188cm / 6'2""",87kg / 192lb,,31
43,49,43,40,66,34,75,CB,Left,"190cm / 6'3""",84kg / 185lb,,30
86,90,82,90,71,61,77,LM,Right,"168cm / 5'6""",56kg / 123lb,"RM, LW",24
74,69,78,79,59,74,65,CM,Left,"172cm / 5'8""",70kg / 154lb,CDM,29
41,51,44,51,76,64,82,CB,Right,"183cm / 6'0""",83kg / 183lb,,32
67,68,68,78,63,55,67,RB,Right,"175cm / 5'9""",70kg / 154lb,RM,29
81,77,75,70,84,75,78,CAM,Right,"174cm / 5'9""",72kg / 159lb,"CM, LM",22
76,74,71,70,56,83,58,CDM,Left,"180cm / 5'11""",72kg / 159lb,"CAM, CM",27
65,67,66,64,67,62,69,RM,Right,"184cm / 6'0""",80kg / 176lb,RW,34
58,70,69,74,63,56,63,LB,Left,"180cm / 5'11""",68kg / 150lb,,36
84,86,77,65,77,75,70,ST,Right,"183cm / 6'0""",73kg / 161lb,,29
59,50,51,54,68,79,74,CM,Left,"186cm / 6'1""",80kg / 176lb,,30
70,82,66,59,77,82,77,LB,Left,"184cm / 6'0""",82kg / 181lb,CB,22
72,75,74,59,70,55,59,CB,Right,"183cm / 6'0""",74kg / 163lb,"RB, RM",23
72,74,70,69,76,83,71,ST,Right,"188cm / 6'2""",82kg / 181lb,,28
68,72,66,65,60,75,64,RB,Right,"183cm / 6'0""",75kg / 165lb,,25
60,53,53,60,76,54,81,CB,Left,"188cm / 6'2""",83kg / 183lb,,23
77,76,73,65,58,55,45,LM,Right,"175cm / 5'9""",63kg / 139lb,LW,22
77,78,71,63,92,71,80,CDM,Right,"181cm / 5'11""",75kg / 165lb,"CM, CB",31
30,32,57,56,56,29,68,GK,Right,"183cm / 6'0""",75kg / 165lb,,33
73,67,75,74,67,77,59,CAM,Right,"180cm / 5'11""",71kg / 157lb,ST,25
77,79,69,68,61,55,64,CAM,Left,"175cm / 5'9""",75kg / 165lb,,19
51,69,60,56,70,64,72,CDM,Right,"188cm / 6'2""",80kg / 176lb,"CB, CM",23
53,51,62,60,72,72,78,CDM,Right,"185cm / 6'1""",85kg / 187lb,CM,26
68,67,56,59,75,69,75,CB,Right,"185cm / 6'1""",82kg / 181lb,,24
51,55,45,34,68,63,74,CB,Left,"195cm / 6'5""",80kg / 176lb,LB,21
49,53,55,58,55,61,70,CM,Right,"187cm / 6'2""",77kg / 170lb,CDM,24
77,75,77,78,68,87,64,CM,Right,"179cm / 5'10""",79kg / 174lb,,29
72,70,72,71,67,67,67,RB,Right,"175cm / 5'9""",69kg / 152lb,,30
50,51,35,35,68,66,74,CB,Right,"194cm / 6'4""",81kg / 179lb,,23
68,72,68,60,63,68,65,LB,Left,"187cm / 6'2""",76kg / 168lb,CB,22
77,82,69,72,71,71,69,RW,Right,"180cm / 5'11""",72kg / 159lb,"RM, ST",21
62,61,60,52,77,60,78,CB,Right,"188cm / 6'2""",80kg / 176lb,,28
68,76,71,69,61,69,66,LB,Left,"183cm / 6'0""",77kg / 170lb,,23
67,65,79,79,44,67,47,CM,Right,"171cm / 5'7""",67kg / 148lb,,20
64,55,67,55,57,67,60,CAM,Right,"185cm / 6'1""",70kg / 154lb,"CM, CDM",25
69,73,72,77,60,75,54,CM,Right,"175cm / 5'9""",70kg / 154lb,CDM,26
77,76,68,88,47,72,43,RB,Right,"167cm / 5'6""",65kg / 143lb,,33
73,71,63,72,72,72,70,RB,Right,"176cm / 5'9""",67kg / 148lb,RM,22
71,72,70,68,77,81,73,CM,Right,"187cm / 6'2""",70kg / 154lb,CAM,21
61,71,64,69,63,72,68,RB,Right,"180cm / 5'11""",72kg / 159lb,LB,28
66,64,56,53,68,69,68,CDM,Right,"187cm / 6'2""",70kg / 154lb,CB,22
88,86,78,68,67,56,58,RM,Right,"180cm / 5'11""",70kg / 154lb,RW,24
53,59,56,56,59,78,68,CM,Right,"182cm / 6'0""",77kg / 170lb,CDM,25
75,80,77,78,64,73,59,LB,Left,"177cm / 5'10""",73kg / 161lb,,25
72,72,65,66,68,69,55,RB,Right,"172cm / 5'8""",68kg / 150lb,,23
64,62,63,66,69,60,69,CDM,Right,"180cm / 5'11""",74kg / 163lb,"CM, RM",37
64,73,73,77,57,57,60,CAM,Right,"178cm / 5'10""",73kg / 161lb,CM,30
72,70,79,76,49,60,44,CAM,Right,"175cm / 5'9""",68kg / 150lb,,24
64,58,77,82,51,81,41,ST,Left,"171cm / 5'7""",66kg / 146lb,CM,26
70,71,77,82,49,54,42,CAM,Left,"173cm / 5'8""",64kg / 141lb,"CM, LM",21
38,50,37,49,64,78,74,CDM,Right,"184cm / 6'0""",74kg / 163lb,"CM, CAM",29
54,51,53,43,71,52,75,ST,Right,"192cm / 6'4""",76kg / 168lb,,29
58,60,60,46,68,63,69,ST,Right,"178cm / 5'10""",83kg / 183lb,,29
61,61,65,58,60,60,56,CDM,Right,"182cm / 6'0""",74kg / 163lb,,21
80,81,71,67,67,77,59,RW,Right,"178cm / 5'10""",74kg / 163lb,RM,24
82,81,84,81,72,85,72,RB,Right,"174cm / 5'9""",75kg / 165lb,RM,33
67,65,58,66,59,74,60,LB,Left,"183cm / 6'0""",75kg / 165lb,LM,26
69,63,55,59,74,63,72,CB,Right,"185cm / 6'1""",86kg / 190lb,"RB, RM",24
52,54,55,58,65,36,70,GK,Right,"180cm / 5'11""",78kg / 172lb,,41
72,77,79,72,57,70,53,RM,Right,"173cm / 5'8""",68kg / 150lb,"CAM, CM, RW",20
18,20,23,22,46,26,53,GK,Right,"190cm / 6'3""",82kg / 181lb,,29
82,76,87,84,62,61,53,CAM,Right,"170cm / 5'7""",69kg / 152lb,"LM, ST",26
72,86,38,46,70,76,83,CB,Right,"191cm / 6'3""",82kg / 181lb,"RB, RM",24
93,92,76,64,71,71,65,LM,Left,"183cm / 6'0""",69kg / 152lb,LW,21
64,50,54,79,77,75,77,RM,Right,"195cm / 6'5""",81kg / 179lb,"CAM, CDM, RW",24
52,50,37,43,72,66,79,CB,Left,"192cm / 6'4""",84kg / 185lb,,23
68,70,59,55,69,59,63,ST,Right,"188cm / 6'2""",89kg / 196lb,,18
36,43,47,23,54,27,57,GK,Right,"190cm / 6'3""",83kg / 183lb,,21
78,81,58,56,80,66,77,CB,Right,"185cm / 6'1""",79kg / 174lb,,26
52,64,58,72,74,64,62,ST,Right,"180cm / 5'11""",70kg / 154lb,,21
63,65,75,47,65,66,64,CB,Left,"178cm / 5'10""",76kg / 168lb,LB,21
65,67,58,59,71,66,70,CB,Right,"184cm / 6'0""",75kg / 165lb,,21
15,18,22,43,42,19,48,GK,Right,"185cm / 6'1""",80kg / 176lb,,21
76,75,67,63,71,66,63,LB,Left,"184cm / 6'0""",75kg / 165lb,CB,21
27,21,30,41,54,20,62,GK,Right,"188cm / 6'2""",86kg / 190lb,,23
45,40,60,60,63,42,68,GK,Right,"183cm / 6'0""",81kg / 179lb,,29
54,42,54,63,71,64,75,CB,Right,"185cm / 6'1""",80kg / 176lb,"CDM, CM",25
67,57,58,55,71,55,69,CB,Right,"183cm / 6'0""",72kg / 159lb,LB,23
66,67,59,52,71,58,67,ST,Right,"180cm / 5'11""",81kg / 179lb,RM,28
52,57,45,44,63,47,68,CB,Left,"179cm / 5'10""",79kg / 174lb,,21
67,64,70,59,61,68,67,LM,Left,"176cm / 5'9""",65kg / 143lb,"LB, LW",26
56,52,57,54,69,65,71,ST,Right,"192cm / 6'4""",80kg / 176lb,,24
75,76,76,81,64,77,58,RB,Right,"172cm / 5'8""",70kg / 154lb,LB,32
54,61,73,55,67,30,70,ST,Right,"192cm / 6'4""",80kg / 176lb,,26
62,64,55,58,75,64,67,CB,Right,"190cm / 6'3""",78kg / 172lb,,19
55,41,50,47,67,51,64,CB,Left,"186cm / 6'1""",77kg / 170lb,,22
78,78,60,67,73,71,66,RB,Right,"179cm / 5'10""",78kg / 172lb,,23
84,82,77,77,74,80,70,RB,Right,"176cm / 5'9""",73kg / 161lb,,25
90,87,86,69,54,66,35,RB,Right,"165cm / 5'5""",63kg / 139lb,RM,21
73,73,68,70,66,86,65,RM,Right,"180cm / 5'11""",72kg / 159lb,"RB, CB, RW",34
77,77,73,64,60,50,68,RM,Right,"175cm / 5'9""",75kg / 165lb,RW,24
40,43,40,21,61,34,69,GK,Right,"194cm / 6'4""",87kg / 192lb,,35
70,71,80,80,62,80,51,CM,Right,"173cm / 5'8""",70kg / 154lb,CDM,31
64,68,56,78,54,62,60,CM,Right,"168cm / 5'6""",62kg / 137lb,"CDM, CAM",27
66,54,53,34,70,65,81,CB,Right,"193cm / 6'4""",88kg / 194lb,,29
69,68,57,63,71,63,70,CB,Right,"186cm / 6'1""",80kg / 176lb,,22
58,60,49,52,76,68,81,CB,Right,"183cm / 6'0""",83kg / 183lb,LB,35
75,68,80,72,56,67,58,CM,Right,"178cm / 5'10""",70kg / 154lb,CDM,22
81,71,79,88,48,57,39,RW,Right,"170cm / 5'7""",63kg / 139lb,"LW, CAM, RM",24
57,32,36,47,65,41,61,GK,Right,"185cm / 6'1""",88kg / 194lb,,32
54,74,60,64,70,73,72,CDM,Right,"186cm / 6'1""",80kg / 176lb,CM,24
72,70,79,74,63,55,57,ST,Right,"183cm / 6'0""",72kg / 159lb,,19
68,64,75,66,41,62,39,RM,Right,"172cm / 5'8""",66kg / 146lb,"LM, RW",25
61,54,71,68,76,77,80,ST,Right,"180cm / 5'11""",81kg / 179lb,"CAM, CM",35
75,77,61,51,60,74,47,LB,Left,"177cm / 5'10""",77kg / 170lb,,22
79,76,82,85,49,54,35,LM,Right,"168cm / 5'6""",61kg / 134lb,LW,22
24,21,42,34,55,20,67,GK,Right,"188cm / 6'2""",80kg / 176lb,,24
68,72,65,69,53,47,50,RM,Right,"178cm / 5'10""",72kg / 159lb,RW,23
75,71,70,70,71,63,59,ST,Right,"177cm / 5'10""",66kg / 146lb,,25
71,69,68,74,62,69,63,CM,Right,"179cm / 5'10""",74kg / 163lb,,26
32,15,23,33,50,28,50,GK,Right,"189cm / 6'2""",83kg / 183lb,,23
40,50,51,61,66,69,75,CB,Right,"180cm / 5'11""",70kg / 154lb,CDM,25
67,68,62,59,78,80,80,RB,Right,"191cm / 6'3""",80kg / 176lb,CB,28
69,70,64,68,53,72,55,LB,Left,"180cm / 5'11""",69kg / 152lb,"LM, CDM",23
70,71,60,65,67,63,61,RB,Right,"181cm / 5'11""",70kg / 154lb,,23
75,76,67,69,68,65,78,LB,Left,"183cm / 6'0""",79kg / 174lb,,24
75,76,72,65,74,71,66,ST,Right,"183cm / 6'0""",77kg / 170lb,LM,23
38,39,51,53,70,70,82,CB,Right,"188cm / 6'2""",78kg / 172lb,,30
66,65,58,59,79,74,70,CB,Left,"183cm / 6'0""",73kg / 161lb,LB,21
78,74,76,53,83,81,80,RB,Right,"181cm / 5'11""",71kg / 157lb,,31
72,64,61,64,77,68,74,LB,Left,"183cm / 6'0""",78kg / 172lb,,30
62,69,73,70,66,72,67,LB,Left,"178cm / 5'10""",75kg / 165lb,CB,30
61,72,55,70,66,61,60,CDM,Right,"168cm / 5'6""",63kg / 139lb,CB,21
69,67,60,64,49,66,53,CM,Right,"183cm / 6'0""",69kg / 152lb,"CDM, RB",20
63,58,60,64,57,59,55,CM,Right,"180cm / 5'11""",67kg / 148lb,CDM,23
57,56,50,53,77,42,84,CB,Right,"190cm / 6'3""",85kg / 187lb,,25
48,52,34,42,72,66,82,CM,Right,"194cm / 6'4""",81kg / 179lb,CDM,23
61,60,66,69,68,74,72,CDM,Right,"183cm / 6'0""",75kg / 165lb,,24
22,22,38,48,52,25,56,GK,Right,"180cm / 5'11""",76kg / 168lb,,34
43,39,45,53,68,58,76,CB,Right,"187cm / 6'2""",89kg / 196lb,,30
63,65,54,62,65,61,64,RB,Right,"182cm / 6'0""",75kg / 165lb,,25
32,34,35,37,60,30,67,GK,Right,"193cm / 6'4""",89kg / 196lb,,31
63,66,55,75,69,62,67,CB,Right,"175cm / 5'9""",70kg / 154lb,RB,30
65,68,58,60,52,59,58,CDM,Right,"183cm / 6'0""",74kg / 163lb,"CM, CAM",19
64,62,63,56,66,64,68,CDM,Right,"185cm / 6'1""",77kg / 170lb,CM,23
76,73,64,59,69,68,65,LB,Left,"179cm / 5'10""",71kg / 157lb,LM,21
67,60,74,74,38,36,35,CAM,Left,"172cm / 5'8""",64kg / 141lb,CM,20
67,67,65,64,46,69,56,LM,Right,"178cm / 5'10""",72kg / 159lb,"LW, RM",20
59,63,54,58,71,61,73,CB,Left,"184cm / 6'0""",81kg / 179lb,,28
73,73,64,65,66,81,62,RW,Right,"181cm / 5'11""",73kg / 161lb,"CM, RM",26
82,89,74,77,75,62,65,ST,Right,"184cm / 6'0""",79kg / 174lb,,20
55,54,60,51,62,54,58,CDM,Right,"192cm / 6'4""",75kg / 165lb,CM,20
73,71,58,56,60,58,59,RM,Left,"186cm / 6'1""",76kg / 168lb,RW,18
66,67,72,59,60,67,64,LB,Left,"176cm / 5'9""",74kg / 163lb,LM,22
76,77,79,77,50,68,46,CAM,Right,"177cm / 5'10""",69kg / 152lb,LM,28
60,56,64,55,58,63,59,CDM,Left,"182cm / 6'0""",74kg / 163lb,CM,21
80,76,78,71,76,64,64,ST,Right,"179cm / 5'10""",73kg / 161lb,LW,20
50,47,34,56,67,65,81,CB,Right,"183cm / 6'0""",82kg / 181lb,,27
71,77,66,68,71,70,73,CB,Right,"184cm / 6'0""",77kg / 170lb,RB,24
76,74,70,73,58,60,57,RM,Left,"182cm / 6'0""",74kg / 163lb,"LM, LB, RW",23
71,68,58,59,82,67,88,ST,Right,"194cm / 6'4""",83kg / 183lb,CAM,30
54,61,54,52,74,71,81,LM,Left,"190cm / 6'3""",85kg / 187lb,"ST, LW",35
79,72,89,86,56,68,49,LM,Right,"173cm / 5'8""",66kg / 146lb,"LW, RM",25
65,67,74,61,74,87,80,LB,Left,"182cm / 6'0""",87kg / 192lb,CB,32
69,81,76,74,68,73,67,LB,Left,"177cm / 5'10""",70kg / 154lb,"LM, LW",23
51,43,67,73,50,66,64,CM,Right,"178cm / 5'10""",72kg / 159lb,"CAM, CDM",27
64,65,63,62,51,62,51,CAM,Right,"185cm / 6'1""",70kg / 154lb,"RM, LM",22
40,45,40,49,68,61,80,CB,Right,"191cm / 6'3""",79kg / 174lb,,27
66,70,73,67,53,59,51,RM,Left,"177cm / 5'10""",67kg / 148lb,"CAM, RW",24
71,69,74,73,65,83,60,RB,Right,"175cm / 5'9""",70kg / 154lb,LB,25
64,67,68,66,45,56,44,CAM,Right,"182cm / 6'0""",64kg / 141lb,RW,19
68,65,74,87,61,67,69,CM,Right,"167cm / 5'6""",71kg / 157lb,,32
86,87,73,60,72,67,62,RB,Right,"183cm / 6'0""",78kg / 172lb,,22
67,69,71,67,59,64,60,CM,Left,"184cm / 6'0""",76kg / 168lb,,19
67,69,66,66,64,73,64,CDM,Right,"178cm / 5'10""",73kg / 161lb,"CM, RM",25
49,67,52,63,77,55,73,ST,Right,"189cm / 6'2""",82kg / 181lb,,23
79,72,80,86,49,72,34,LM,Right,"174cm / 5'9""",62kg / 137lb,"ST, LW",21
72,57,84,82,54,78,56,CDM,Right,"175cm / 5'9""",65kg / 143lb,CM,21
33,18,28,29,67,26,83,GK,Left,"196cm / 6'5""",81kg / 179lb,,23
67,61,63,62,65,73,62,RB,Right,"185cm / 6'1""",77kg / 170lb,LB,26
80,74,79,74,55,64,54,RM,Right,"179cm / 5'10""",71kg / 157lb,RW,22
75,73,69,62,53,82,52,RM,Right,"179cm / 5'10""",70kg / 154lb,"CM, RW",25
68,66,64,71,70,69,67,CDM,Right,"183cm / 6'0""",81kg / 179lb,CM,21
42,40,38,37,63,36,70,GK,Right,"197cm / 6'6""",92kg / 203lb,,32
69,70,59,62,69,71,75,RB,Right,"186cm / 6'1""",79kg / 174lb,CDM,21
60,50,53,55,68,55,66,ST,Right,"182cm / 6'0""",75kg / 165lb,RW,26
71,73,66,59,67,75,72,CB,Right,"184cm / 6'0""",75kg / 165lb,,32
67,61,64,67,63,78,65,CM,Right,"178cm / 5'10""",75kg / 165lb,,26
57,45,59,61,73,68,76,CB,Left,"184cm / 6'0""",75kg / 165lb,LB,27
60,68,66,80,44,58,46,CM,Left,"170cm / 5'7""",69kg / 152lb,CAM,22
50,52,57,67,62,84,69,CM,Right,"180cm / 5'11""",72kg / 159lb,CDM,33
67,71,68,69,63,64,65,CM,Right,"184cm / 6'0""",77kg / 170lb,CAM,18
78,80,75,73,68,60,63,LM,Left,"177cm / 5'10""",70kg / 154lb,"LB, LW",30
71,69,82,82,63,73,65,CM,Right,"175cm / 5'9""",69kg / 152lb,CDM,24
55,53,51,65,83,86,82,CB,Right,"182cm / 6'0""",70kg / 154lb,,28
67,59,71,76,54,72,54,CM,Right,"176cm / 5'9""",70kg / 154lb,CDM,23
32,33,34,37,50,20,54,GK,Right,"190cm / 6'3""",79kg / 174lb,,25
61,61,62,69,36,60,35,CM,Right,"178cm / 5'10""",65kg / 143lb,,21
61,67,62,57,68,63,69,ST,Right,"189cm / 6'2""",77kg / 170lb,"LM, CAM",24
75,75,83,75,64,65,59,LB,Right,"173cm / 5'8""",65kg / 143lb,RB,23
72,74,61,55,82,70,83,CB,Right,"188cm / 6'2""",85kg / 187lb,"RB, LB",27
39,41,23,26,58,20,64,GK,Right,"190cm / 6'3""",80kg / 176lb,,22
63,64,65,72,48,70,59,CM,Right,"175cm / 5'9""",71kg / 157lb,,21
68,72,80,73,57,81,58,LM,Left,"174cm / 5'9""",60kg / 132lb,"LW, RW",25
71,88,46,56,80,57,79,CB,Left,"188cm / 6'2""",80kg / 176lb,,26
71,73,62,65,67,70,68,CM,Right,"183cm / 6'0""",74kg / 163lb,CDM,21
65,64,63,60,69,64,71,CM,Right,"183cm / 6'0""",78kg / 172lb,,22
51,57,39,65,66,60,67,CB,Right,"191cm / 6'3""",75kg / 165lb,,25
30,33,25,28,52,25,55,GK,Right,"190cm / 6'3""",77kg / 170lb,,27
21,25,26,28,54,17,69,GK,Left,"193cm / 6'4""",88kg / 194lb,,23
72,77,70,80,80,82,84,CB,Right,"179cm / 5'10""",80kg / 176lb,"CDM, CM",28
32,41,51,55,80,60,78,LB,Right,"183cm / 6'0""",78kg / 172lb,"RB, CB",33
75,64,77,70,54,52,55,LW,Right,"177cm / 5'10""",72kg / 159lb,LM,21
75,74,70,68,77,70,72,ST,Right,"180cm / 5'11""",74kg / 163lb,,26
31,43,29,42,58,40,69,GK,Right,"194cm / 6'4""",79kg / 174lb,,23
76,72,79,77,65,70,58,CDM,Right,"177cm / 5'10""",72kg / 159lb,"CM, RM",22
72,74,58,54,67,71,69,LB,Left,"185cm / 6'1""",82kg / 181lb,LM,32
56,68,47,49,73,67,80,CB,Right,"190cm / 6'3""",87kg / 192lb,,25
69,68,64,59,76,69,72,ST,Left,"184cm / 6'0""",80kg / 176lb,,24
82,76,85,85,54,56,43,LW,Left,"171cm / 5'7""",71kg / 157lb,"ST, LM",17
64,66,85,81,35,73,35,CAM,Left,"170cm / 5'7""",69kg / 152lb,LM,30
66,66,68,60,60,64,59,CDM,Left,"181cm / 5'11""",70kg / 154lb,CB,21
